id,pmi_neardep,pmi_adjacent,spearman_allwords,spearman_dependents,root_cluster
cf01.1.0,0.347,0.147,0.11521564522070579,-0.7999999999999999,14
cf01.1.1,0.347,0.147,-0.060527480985440765,-0.7999999999999999,14
cf01.2.0,-0.654,-0.242,-0.38548586973664534,0.9999999999999999,12
cf01.2.1,-0.654,-0.242,-0.4118832274992386,0.9999999999999999,12
cf01.3.0,-0.268,-0.178,0.030699975347750718,-0.5,12
cf01.3.1,0.305,0.141,0.6826469692905576,-0.5,14
cf01.4.0,0.785,0.285,-0.02785563418743542,-1.0,12
cf01.4.1,0.785,0.285,-0.07353535939556212,-0.7,12
cf01.6.0,0.785,0.285,-0.03058232680906557,-0.5,12
cf01.6.1,0.785,0.285,0.11517511068997928,-0.20519567041703085,12
cf01.7.0,-0.384,-0.242,-0.14930924302954232,0.9999999999999999,12
cf01.7.1,-0.384,-0.242,-0.14930924302954232,0.9999999999999999,12
cf01.8.0,-0.384,-0.242,-0.04125592905328333,0.7999999999999999,12
cf01.8.1,-0.384,-0.242,-0.04125592905328333,0.7999999999999999,12
cf01.8.2,-0.384,-0.242,-0.020147977082067718,0.7999999999999999,12
cf01.8.3,-0.384,-0.242,-0.047941972804091695,0.7999999999999999,12
cf01.8.4,-0.384,-0.242,-0.05538779425385554,0.7999999999999999,12
cf01.11.0,-0.005,-0.04,-0.19283104983191285,-0.9999999999999999,12
cf01.11.1,-0.005,-0.04,-0.5040513953745815,-0.9999999999999999,12
cf01.14.0,0.785,0.285,-0.10134659712603626,-0.26482044885142486,12
cf01.14.1,-0.562,-0.271,-0.2186473062434276,0.26482044885142486,12
cf01.16.0,0.785,0.285,0.21767097006635408,-0.3091420111676559,12
cf01.16.1,0.785,0.285,0.2946321023241749,-0.4865127725673279,12
cf01.16.2,0.785,0.285,0.21767097006635408,-0.3091420111676559,12
cf01.16.3,0.785,0.285,0.22461324161873278,-0.490990253030983,12
cf01.16.4,-0.361,-0.03,0.22294358137195813,0.1454785934906616,12
cf01.16.5,0.785,0.285,0.2934011714281623,-0.3181045051401759,12
cf01.20.0,-0.384,-0.178,-0.32448305995590454,0.9999999999999999,12
cf01.20.1,-0.384,-0.178,-0.16794263428590422,0.39999999999999997,12
cf01.26.0,-0.268,-0.178,-0.8660254037844387,-0.8660254037844387,12
cf01.26.1,-0.268,-0.178,-0.2113244991487446,-0.6668859288553503,12
cf01.28.0,-0.268,-0.178,-0.08596821983201137,-0.9999999999999999,12
cf01.28.1,-0.268,-0.178,-0.03627424425864642,-0.39999999999999997,12
cf01.30.0,-0.005,-0.04,-0.47705860759964824,-0.9999999999999999,12
cf01.30.1,-0.005,-0.04,-0.19924307314886056,-0.39999999999999997,12
cf01.31.0,-0.488,-0.301,0.06550322847414097,0.9999999999999999,14
cf01.31.1,-0.488,-0.301,-0.05007182244392582,0.9999999999999999,14
cf01.31.2,-0.488,-0.301,0.1995011714472262,0.9999999999999999,14
cf01.33.0,-0.109,-0.205,0.05695383736198639,-0.6000000000000001,14
cf01.33.1,-0.109,-0.205,-0.39999999999999997,-0.5,14
cf01.40.0,-0.488,-0.301,0.026599751207006295,0.9999999999999999,14
cf01.40.1,-0.488,-0.301,0.026599751207006295,0.9999999999999999,14
cf01.43.0,-0.268,-0.178,-0.10811249552346709,-0.9999999999999999,12
cf01.43.1,-0.268,-0.178,-0.48650622985560193,-0.9999999999999999,12
cf01.49.0,-0.562,-0.271,-0.376491447065032,0.632455532033676,12
cf01.49.1,-0.562,-0.271,-0.26507948099153394,0.9999999999999999,12
cf01.52.0,-0.268,-0.178,-0.2541057121217725,-0.5,12
cf01.52.1,-0.268,-0.178,-0.0991781378431762,-0.6,12
