id,pmi_neardep,pmi_adjacent,spearman_allwords,spearman_dependents,root_cluster
wsj_0003.1.0,-0.385,-0.197,0.0,0.0,14
wsj_0003.1.1,0.305,0.141,0.9999999999999999,-0.9999999999999999,14
wsj_0003.2.0,-0.322,0.049,0.0,0.0,12
wsj_0003.2.1,-0.322,0.049,0.0,0.0,12
wsj_0003.2.2,-0.654,-0.442,-0.9999999999999999,0.9999999999999999,12
wsj_0003.3.0,0.305,0.141,0.4153902016271485,-0.9999999999999999,14
wsj_0003.3.1,0.305,0.141,0.06293790933744675,-0.9999999999999999,14
wsj_0003.4.0,-0.488,-0.301,-0.20821846965763693,0.9999999999999999,14
wsj_0003.4.1,-0.488,-0.301,-0.1402916666730921,0.21081851067789195,14
wsj_0003.7.0,-0.384,-0.242,-0.5783552312542559,0.5642880936468347,12
wsj_0003.7.1,-0.384,-0.242,-0.37352108685170693,0.15389675281277312,12
wsj_0003.9.0,-0.654,-0.442,-0.4028453577793621,0.9999999999999999,12
wsj_0003.9.1,-0.322,0.049,0.0,0.0,12
wsj_0003.11.0,-0.005,-0.442,0.09277875721763486,-0.9999999999999999,12
wsj_0003.11.1,-0.005,-0.442,0.10178640354944408,-0.9999999999999999,12
wsj_0003.12.0,-0.322,0.049,0.0,0.0,12
wsj_0003.12.1,-0.351,-0.242,-1.0,0.9999999999999999,12
wsj_0003.15.0,-0.322,0.049,0.0,0.0,12
wsj_0003.15.1,-0.351,-0.242,-1.0,0.9999999999999999,12
wsj_0003.16.0,-0.654,-0.442,-0.8660254037844387,0.9999999999999999,12
wsj_0003.16.1,-0.322,0.049,0.0,0.0,12
wsj_0003.17.0,-0.322,0.049,0.0,0.0,12
wsj_0003.17.1,1.294,0.746,0.9999999999999999,-0.9999999999999999,12
wsj_0003.19.0,-0.322,0.049,0.0,0.0,12
wsj_0003.19.1,-0.654,-0.442,-0.8660254037844387,0.9999999999999999,12
wsj_0003.21.0,0.521,0.436,0.0,0.0,6
wsj_0003.21.1,-0.172,-0.155,0.8660254037844387,-0.9999999999999999,14
wsj_0003.24.0,-0.268,-0.178,-0.07207499701564472,-0.9999999999999999,12
wsj_0003.24.1,-0.268,-0.178,-0.7567874686642697,-0.9999999999999999,12
wsj_0003.27.0,0.305,0.254,0.07043349793731024,-0.9999999999999999,14
wsj_0003.27.1,0.305,0.254,0.31926541989175533,-0.9999999999999999,14
wsj_0003.28.0,-0.654,-0.442,-0.23780154705204298,0.9999999999999999,12
wsj_0003.28.1,-0.322,0.049,0.0,0.0,12
wsj_0004.4.0,-0.488,-0.301,-0.20145770052029152,0.19999999999999998,14
wsj_0004.4.1,0.311,0.043,0.2628631370385122,-0.39999999999999997,14
wsj_0004.4.2,0.305,0.141,0.6438338882607255,-0.6000000000000001,14
wsj_0004.4.3,-0.488,-0.301,0.00740300820665865,0.39999999999999997,14
wsj_0004.4.4,0.305,0.141,0.2504684443252843,0.0,14
wsj_0004.4.5,0.311,0.043,0.4768939917022811,-0.7999999999999999,14
wsj_0004.5.0,-0.005,-0.04,0.1773963029342416,-0.9999999999999999,12
wsj_0004.5.1,-0.268,-0.178,-0.19044710837932324,-0.9999999999999999,12
wsj_0004.6.0,-0.005,-0.04,-0.18678555897279303,-0.9999999999999999,12
wsj_0004.6.1,-0.005,-0.04,-0.3243374865704013,-0.9999999999999999,12
wsj_0004.7.0,-0.109,-0.205,-0.39757024851785244,-0.9999999999999999,14
wsj_0004.7.1,-0.109,-0.205,-0.39757024851785244,-0.9999999999999999,14
wsj_0004.8.0,0.307,0.094,0.39630678638424427,-0.9999999999999999,14
wsj_0004.8.1,-0.005,-0.04,0.15987833348443503,-0.9999999999999999,12
wsj_0004.8.2,0.305,0.141,0.4178839207724915,-0.9999999999999999,14
wsj_0004.8.3,0.305,0.141,-0.3658975045213787,-0.9999999999999999,14
wsj_0004.8.4,0.307,0.094,-0.33190693359680457,-0.9999999999999999,14
wsj_0004.8.5,0.305,0.141,-0.07911297395056838,-0.9999999999999999,14
wsj_0004.8.6,0.305,0.141,0.24228348272361563,-0.9999999999999999,14
wsj_0004.11.0,-0.562,-0.271,-0.2806486669289587,0.8720815992723809,12
wsj_0004.11.1,-0.488,-0.301,-0.1870991112859724,0.5642880936468347,14
wsj_0004.11.2,0.311,0.043,0.211600185382945,-0.20519567041703085,14
wsj_0004.11.3,-0.562,-0.271,-0.5702068153477255,0.15389675281277312,12
wsj_0004.11.4,0.535,0.254,0.4047252888256316,-0.7061878636037997,14
wsj_0004.11.5,-0.488,-0.301,0.1603706668165478,-0.05129891760425771,14
wsj_0004.12.0,-0.109,0.141,0.31480481370975893,-0.5,14
wsj_0004.12.1,-0.109,0.141,0.9486832980505139,-0.9999999999999999,14
wsj_0004.14.0,-0.268,-0.242,-0.3247479065016956,0.19999999999999998,12
wsj_0004.14.1,-0.268,-0.242,-0.2610123360667834,-0.6,12
wsj_0004.15.0,-0.268,-0.178,-0.4254975905389812,0.10259783520851543,12
wsj_0004.15.1,-0.268,-0.178,-0.15266211442410632,0.10259783520851543,12
wsj_0004.15.2,-0.268,-0.178,-0.4254975905389812,0.10259783520851543,12
wsj_0004.17.0,0.671,0.092,-0.011480511153285564,-0.09999999999999999,12
wsj_0004.17.1,-0.562,-0.271,-0.07537205148461391,0.3,12
wsj_0008.1.0,-0.109,0.033,0.008949444194625747,-0.5,14
wsj_0008.1.1,-0.109,0.033,0.14494275891311212,-0.9999999999999999,14
wsj_0008.2.0,-0.322,0.049,0.0,0.0,12
wsj_0008.2.1,-0.351,-0.242,-1.0,0.9999999999999999,12
wsj_0008.2.2,-0.322,0.049,0.0,0.0,12
wsj_0008.6.0,-0.005,-0.242,-0.2125657139107656,-0.9999999999999999,12
wsj_0008.6.1,-0.005,-0.242,-0.07949961030503477,-0.9999999999999999,12
wsj_0010.1.0,0.305,0.141,0.25586623940553876,-0.5,14
wsj_0010.1.1,0.305,0.141,0.05027397465361703,-0.4103913408340617,14
wsj_0010.9.0,0.311,0.043,-0.14600606366573576,-0.7999999999999999,14
wsj_0010.9.1,0.311,0.043,-0.14600606366573576,-0.7999999999999999,14
wsj_0010.12.0,0.311,0.043,0.5203093921946763,-0.7999999999999999,14
wsj_0010.12.1,0.311,0.043,0.5203093921946763,-0.7999999999999999,14
wsj_0010.17.0,-0.053,-0.012,0.3944083427133767,-1.0,14
wsj_0010.17.1,-0.109,0.141,0.5426396669430777,-0.5,14
wsj_0010.18.0,-0.351,-0.242,-0.8533103351879247,0.5,12
wsj_0010.18.1,-0.384,-0.242,-0.36369648372665403,0.5,12
wsj_0010.18.2,-0.351,-0.242,-0.8533103351879247,0.5,12
wsj_0010.19.0,-0.005,-0.242,0.06295126939816688,-0.9999999999999999,12
wsj_0010.19.1,-0.005,-0.242,0.01798607697090482,-0.9999999999999999,12
wsj_0011.1.0,-0.109,-0.205,-0.5508497395395371,0.36037498507822363,14
wsj_0011.1.1,-0.109,-0.205,-0.10892079610823836,-0.32732683535398865,14
wsj_0011.3.0,-0.482,-0.032,-0.17189617937648707,0.8660254037844387,6
wsj_0011.3.1,-0.482,-0.032,-0.07547319081399415,0.9999999999999999,6
wsj_0011.6.0,-0.005,-0.04,-0.20442300944063702,-0.9999999999999999,12
wsj_0011.6.1,-0.005,-0.04,-0.2348102135466777,-0.9999999999999999,12
wsj_0011.7.0,-0.384,-0.621,-0.0333353911370414,0.6000000000000001,12
wsj_0011.7.1,-0.384,-0.621,-0.38891289659881634,0.0,12
wsj_0011.8.0,-0.562,-0.271,-0.5594023904871686,0.7999999999999999,12
wsj_0011.8.1,0.671,0.092,0.27122540144832413,-0.39999999999999997,12
wsj_0012.3.0,-0.268,-0.178,0.14750175632961568,-0.5,12
wsj_0012.3.1,-0.268,-0.178,0.14750175632961568,-0.5,12
wsj_0012.6.0,0.305,-0.012,0.3312161797952406,0.09999999999999999,14
wsj_0012.6.1,0.305,-0.012,0.30678157704043935,-0.39999999999999997,14
