# 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.1660,-0.1260,0.0620,-0.1310,1.4450,-0.4170,0.9750,-0.6710,-0.4240,-0.5070,-0.9980,-0.9630,0.0350,0.5630,-0.0630,-0.5840,-0.2000,0.0300,0.0910,-0.2360,-0.9530,0.1990,1.2080,1.9080,-0.3040,-0.4920,-0.4250,-0.4610,0.1920,-0.6900,0.1050,-0.2740
-0.5780,2.3930,0.6070,-0.4920,-0.2540,-0.6770,-0.6720,-0.3990,0.5230,-1.0360,-1.0750,0.3610,-1.8780,0.2390,-0.3310,0.8270,-1.1020,-1.5130,-1.2880,-2.1190,0.4860,-2.1200,-0.4530,-1.2910,-1.2420,-0.3460,-1.0440,-0.6540,3.0140,1.9130,-0.7080,-0.4480
0.3650,0.5410,0.1060,0.4470,-0.3630,-1.0680,-0.8110,-1.0640,0.7240,-0.3440,0.5410,-0.1760,-0.1920,0.2300,-0.1810,-0.4370,-0.4930,0.2200,-0.3520,0.5680,-0.6580,-0.4920,-0.0470,0.1310,-0.5590,-0.3550,-0.6120,0.7100,-0.9380,0.8490,-0.5980,-0.1570
-0.1660,-1.7970,-0.5770,-0.2030,-0.7260,-0.0660,-0.7310,-0.3930,-1.1640,0.2060,1.7700,-0.2440,-0.0380,-0.2230,-0.5560,-0.5630,-0.5720,0.0990,0.0020,1.5390,-0.6160,-0.3110,-inf,0.4760,-0.4580,-0.1630,-0.5620,-0.1600,0.4690,-1.3480,1.4780,-0.4220
0.6800,0.4730,0.3660,-0.8620,-0.6030,0.3360,-1.0160,-0.7180,0.6390,-0.6390,-0.4220,0.5770,-0.3730,-0.1580,0.7820,0.4910,0.5890,-0.6970,-0.9340,-0.9430,-0.1130,-1.1940,-0.5500,-1.1960,-0.0440,0.6440,-0.4380,0.1010,1.3660,0.7360,-0.5830,0.1220
0.1330,-0.4980,-1.0900,0.1630,0.9480,-0.9040,0.6820,-0.0320,0.1800,-0.3190,-0.0380,0.7640,-0.4810,-1.1720,-0.3170,-0.7090,-0.8030,-0.7630,-0.6990,-0.0710,-1.5470,-0.3940,-0.8640,-0.1520,-2.1130,-0.3550,2.0380,-0.2470,-0.4330,-0.8550,-0.5890,-0.7850
-1.0580,-0.5940,-0.4750,-0.6370,-0.7460,-0.1830,-1.3190,-1.2760,-0.3440,2.3890,-1.3960,-0.3200,-0.7320,-0.8310,0.0700,-0.2750,0.4500,-1.6230,1.7470,-1.0090,-1.1690,-1.0970,-0.4300,-1.4320,0.9360,0.1550,-0.6270,-0.4480,-1.9990,-0.5150,0.0030,-0.1600
-1.0460,-1.8460,-2.6100,0.1270,-1.2790,-0.4300,-1.3750,-3.5870,-2.0270,-0.7580,-0.0400,-0.8940,0.3930,-0.3340,-1.8420,0.2600,-1.1350,1.0630,-1.5750,-0.1310,-2.4100,2.8300,-inf,-1.4800,-1.2750,-0.6270,0.8720,-0.3940,-1.1400,-0.9770,-1.2590,-0.5750
-0.1460,0.4150,-0.2740,-0.0710,-0.0720,-0.4060,0.1980,-1.0280,-1.7230,-0.2440,-0.0400,-0.3240,0.5970,-0.2420,0.2030,-0.8390,-0.5090,0.3720,0.0990,0.6760,-1.3170,-0.2010,-1.1810,0.5300,-0.5720,-0.7520,0.7910,0.3120,-0.7510,-0.1370,-0.4370,0.5680
-0.2680,-0.1470,0.0310,0.3470,-0.0680,0.3540,0.7000,-0.5070,0.5830,-0.9860,0.3480,0.3070,-0.9470,-1.3640,0.7980,0.6340,-0.4280,-0.5400,-1.2450,-0.7880,-0.2690,-1.0130,-0.9630,-0.8270,1.5370,0.7030,-0.4550,-0.1760,-0.6840,0.1830,0.2270,-0.5530
-0.6040,-0.2600,-0.4250,0.1540,-0.5150,-0.1820,-0.6900,-0.5370,-0.4450,1.8730,-1.7220,-0.0370,-0.6760,-0.6320,-0.1050,-0.5130,0.5990,-0.5050,2.0630,-0.8450,-1.1450,0.2120,-1.7840,-0.5470,-0.2780,-0.9290,-0.5050,-0.7180,-0.2820,-0.9070,-0.1220,0.3070
0.0440,-0.7560,-0.7230,-0.1010,-0.2820,0.5110,-0.7230,-1.1750,-0.9720,-0.3390,1.1700,0.0990,1.5000,-1.3150,-0.2280,-0.6430,-0.5800,0.7240,-0.1400,0.4200,-0.5420,-0.8810,-inf,-0.6530,-0.5780,0.0790,0.9670,-0.2830,-0.7600,-0.8350,0.6380,-0.6330
0.1580,-1.2330,0.3710,-0.4200,-0.5750,0.6730,-0.7520,0.3150,0.3280,-1.0590,-0.8540,0.0120,0.8190,-1.0810,0.2640,0.2570,0.4870,0.1390,-1.5760,0.1320,-0.2980,-0.1640,0.2270,0.1660,0.2010,-0.2250,-0.3640,0.2240,-0.3420,-0.6270,0.3870,0.7270
-0.3970,0.8960,0.8690,-2.0720,-0.9920,-1.2310,-0.5330,-0.1080,-1.1850,-1.8630,-1.1130,-1.2630,-1.4170,2.7970,0.2820,0.8210,1.3440,-1.3320,-1.0960,-1.2840,0.4320,-2.1210,3.6460,-1.1930,-0.1440,-0.7330,-1.6160,-0.3510,-0.2450,0.3320,-0.1940,1.6630
-0.5890,0.6840,-0.4480,-0.8850,2.2910,-0.9080,0.7870,-1.3000,-0.2990,0.1150,-0.4050,-1.0040,-0.7490,0.5150,-0.6470,-0.3390,0.0640,-0.8520,-0.0400,-1.1350,-0.7600,-0.8980,0.8690,1.5450,-1.2100,-0.5460,-0.3930,-0.3950,-1.7000,-0.5870,-0.1640,0.1170
-0.1930,0.3680,-0.5830,-0.7600,-0.5550,-1.1300,-0.9040,2.3890,-0.1310,-0.3790,0.1000,-0.3810,-0.3410,0.2710,-0.8780,-0.8420,-0.6090,-0.5810,-0.4940,-0.3300,2.3280,-0.0470,1.7720,-0.3660,-0.9850,-0.7790,-0.5230,-0.1570,-0.7270,0.4920,-1.7460,-0.0170
0.0820,-0.6250,1.0000,-0.2590,0.1390,-0.4550,0.1680,0.1370,0.7090,-1.0280,0.0910,0.2870,-0.5710,-0.2570,0.7380,0.7010,-1.3520,-0.4620,0.9070,-0.5660,0.1880,-1.0160,-inf,-0.2580,0.8400,0.6420,-0.6140,-0.7420,0.4350,-1.1530,0.4220,-0.5020
0.7560,-1.6880,0.3360,0.9100,-1.0050,-0.0610,-0.7260,0.1960,-0.1950,-0.7510,0.0850,0.3300,1.1150,-1.2460,-0.5670,-0.0750,-1.7840,0.3740,-0.8720,0.5650,-0.8620,0.7660,-inf,0.0940,-0.2230,-0.2320,1.0080,-0.3220,-1.3440,-1.4040,-0.0410,-0.8030
0.0320,-0.8970,-0.3190,0.2260,-0.9380,-0.8130,0.1760,-1.8310,-0.0530,-1.5450,0.0640,-0.2570,-0.3620,-0.0230,0.1300,-0.2850,2.7310,-1.0320,-0.4970,-1.0480,-1.0580,-0.5520,-inf,-1.2830,0.7730,-0.1930,-1.5180,-0.0260,-0.6060,-0.8060,-0.3100,1.0290
0.1170,-2.1480,-0.2680,1.0220,-1.1710,0.2220,-1.0470,-0.6920,-0.0960,-1.4480,-0.2320,0.0440,-0.0920,-0.8990,-1.0840,-0.2230,-0.3780,0.7760,-1.0530,0.2930,-0.5920,1.9400,0.1870,-0.4010,-0.5600,0.1870,0.4350,-0.1510,-1.4820,-1.5830,-0.1230,0.1830
-0.6940,1.0760,-0.1010,0.1100,0.0850,-0.7620,-0.8300,-1.6040,-1.6290,-0.2330,-0.1130,0.1670,-0.1600,0.8420,-0.5120,0.8350,-0.0690,-0.4330,-0.6850,0.6350,0.0390,-0.4400,-0.4350,-0.0590,-1.2920,-0.7090,-0.3620,0.3760,-0.6260,0.7750,-0.9540,0.2200
0.0060,-2.8280,-0.5750,0.3080,-1.1320,0.4600,-1.3400,0.9580,-0.3610,-1.1910,0.6530,0.4720,0.9050,-0.2170,-0.3500,-0.2520,-1.1290,1.5510,-0.3830,1.1670,-0.8970,-0.9160,-1.6640,0.4450,-0.6270,0.1910,0.7800,-0.3380,-1.0950,-1.6920,1.0200,-0.8480
-inf,-inf,0.1730,-inf,-0.6880,-0.9270,-inf,-inf,-0.2440,-2.0740,-0.9090,0.5270,-1.4750,5.8750,-inf,0.0640,-1.3520,-inf,-0.9850,-1.4940,-1.6260,-inf,-inf,-inf,-inf,-inf,-1.9640,-0.7420,-inf,-0.5560,-inf,0.5140
0.5130,-1.8100,-0.2940,0.4660,-1.4880,0.1330,-1.6230,-1.0920,0.0080,-0.9850,-0.4200,-0.1210,-0.2230,-0.4050,-0.2210,-0.2580,0.1380,0.4300,-0.2920,-0.6570,-0.3740,1.9940,-inf,-1.2740,-0.1400,-0.2500,0.3760,-0.3430,1.4810,-1.7890,0.0990,0.6870
-1.6000,-1.4000,-1.1140,-1.5200,-1.3100,-1.0720,3.1520,-1.5560,-0.8650,1.4040,-1.2470,-0.5310,-1.6200,-0.5260,-1.3080,-1.1170,0.3360,-0.8910,1.0400,-1.4690,-1.1860,-1.2070,1.6120,1.2520,-1.8290,-1.6290,-1.2020,-0.7170,-0.2790,-1.2420,-0.8130,-0.7570
-0.4120,0.4070,-0.5690,-0.7540,1.7880,-0.2050,1.8250,-1.2750,-0.0900,0.4960,-0.4870,-0.6140,-0.6490,0.3720,-0.2660,-0.7710,-0.1970,-0.4990,0.2220,-0.4800,-1.1820,-0.6100,-inf,0.5980,-0.2340,-0.6860,-0.2600,-0.6600,-0.4120,-0.7990,-0.1810,-0.2120
0.6670,-1.1770,-0.2150,-0.3130,-0.2290,1.6380,-0.4400,-0.0770,0.1070,-0.7600,-0.3180,0.0860,0.3310,-0.5980,0.4810,-0.1720,-0.5190,0.4870,-1.2430,0.4080,-1.2750,-0.2800,-0.7500,-0.1290,0.2680,1.0260,0.2710,0.4190,-0.4710,-0.8340,0.0730,-0.5230
0.1360,-0.5180,0.7760,0.1720,-0.1920,0.0760,-0.3360,-0.3450,0.3550,-0.8470,-0.3180,0.0390,-0.1350,-0.9290,0.1440,0.3450,-0.9930,0.1380,-0.5390,-0.3280,-0.0120,-0.1950,-0.6210,-0.5850,0.2170,0.5030,-0.1790,0.5200,-0.3420,-0.1270,0.2990,0.0950
0.0970,1.7120,-1.1220,-0.4400,-0.1360,-0.5440,-0.5090,-2.6130,-0.2760,0.3090,0.2290,-0.9200,-0.0050,0.4170,-1.2830,-0.2900,1.2400,0.1620,0.3980,-0.2050,-0.2430,-1.4340,1.1400,0.8160,-0.3020,0.3460,-1.5810,-0.2440,-0.7510,0.0740,0.0370,0.9840
-0.3810,1.5060,0.8570,-0.3640,-0.0410,-0.3830,-0.8720,-0.6840,0.0210,-0.9630,-0.3780,0.0440,-0.5780,0.3670,-0.4390,0.8310,-0.7050,-1.2790,-1.2890,-1.1510,0.4110,-1.8990,0.1310,-1.3990,-0.4550,-0.3210,-1.0050,0.1060,-0.2570,2.0530,-1.5570,-0.1630
-0.8740,-1.4820,-0.5940,0.2460,0.2950,-0.1530,0.6420,-0.4150,-0.4700,0.0930,-0.1350,0.3450,-0.3790,-0.1920,0.2240,-1.5770,-0.7710,0.0840,0.4330,-0.3990,-0.5300,1.2790,-inf,2.1330,-0.9110,-0.9990,-0.0610,-0.4650,0.8100,-1.1980,-inf,-0.1270
0.2960,-0.3940,0.2000,0.1810,-0.0740,-0.1240,-0.2270,-0.8130,0.5330,-1.2060,-0.2950,-0.2390,-0.1690,0.7560,0.6950,0.0370,0.1840,-0.2730,-0.7020,-0.0960,0.0810,-0.7130,1.1330,-0.0540,0.6660,0.1470,-0.9730,0.7700,0.7340,-0.1690,0.3800,0.1060
