id,pmi_neardep,pmi_adjacent,spearman_allwords,spearman_dependents,root_cluster
cf01.1.0,0.224,0.066,0.19578728927721992,-0.6000000000000001,27
cf01.1.1,0.224,0.066,0.1298215127434534,-0.6000000000000001,27
cf01.2.0,0.044,0.007,0.031161679783704956,-0.9999999999999999,11
cf01.2.1,0.044,0.007,0.0018373965574626733,-0.9999999999999999,11
cf01.3.0,-0.313,-0.158,-0.0781430085551946,-0.8660254037844387,3
cf01.3.1,0.271,0.093,0.26507948099153394,-0.8660254037844387,26
cf01.4.0,0.33,-0.027,-0.13033759286173607,-1.0,11
cf01.4.1,0.33,-0.027,-0.2554789741266677,-0.8999999999999998,11
cf01.6.0,0.33,-0.027,-0.4756185979889012,-0.5,11
cf01.6.1,0.33,-0.027,-0.1233483168421337,-0.49999999999999994,11
cf01.7.0,-1.016,-0.207,0.04687769543286826,0.9999999999999999,21
cf01.7.1,-1.016,-0.207,0.04687769543286826,0.9999999999999999,21
cf01.8.0,-0.259,-0.167,0.1927923224295792,-0.39999999999999997,3
cf01.8.1,-0.259,-0.167,0.1927923224295792,-0.39999999999999997,3
cf01.8.2,-0.259,-0.167,0.20470571444824845,-0.39999999999999997,3
cf01.8.3,-0.259,-0.167,0.21199545304183415,-0.39999999999999997,3
cf01.8.4,-0.259,-0.167,0.1569772561976872,-0.39999999999999997,3
cf01.11.0,0.086,-0.382,-0.2689446066745929,-0.9999999999999999,11
cf01.11.1,0.472,0.349,-0.20675879321773175,-0.9999999999999999,11
cf01.14.0,0.766,0.335,-0.14831362233857892,0.20291986247835694,21
cf01.14.1,-0.61,-0.487,-0.26811412095372883,0.6667366910003157,21
cf01.16.0,0.766,0.335,0.14918388165513657,0.1272937693043289,21
cf01.16.1,-0.164,-0.086,0.14743699779500619,0.21821789023599242,21
cf01.16.2,0.766,0.335,0.14918388165513657,0.1272937693043289,21
cf01.16.3,0.766,0.335,0.1514548306733061,-0.054554472558998104,21
cf01.16.4,-0.492,0.031,0.12431282333830959,0.43643578047198484,21
cf01.16.5,-0.164,-0.086,0.1462141790929149,0.36369648372665403,21
cf01.20.0,-0.713,-0.086,-0.06338185336835989,0.9999999999999999,21
cf01.20.1,-0.713,-0.086,0.08160279751274403,0.39999999999999997,21
cf01.26.0,0.012,-0.309,-0.8660254037844387,-0.8660254037844387,11
cf01.26.1,0.012,-0.309,-0.4685945937359495,-0.8720815992723809,11
cf01.28.0,-0.164,-0.086,0.199042113905512,0.9999999999999999,21
cf01.28.1,-0.164,-0.086,0.1768291310733736,0.6000000000000001,21
cf01.30.0,0.099,-0.05,-0.09807370556736847,-0.9999999999999999,11
cf01.30.1,0.099,-0.05,-0.053585339951428335,-0.7999999999999999,11
cf01.31.0,-0.465,-0.294,0.21430988713272084,0.9999999999999999,27
