id,pmi_neardep,pmi_adjacent,spearman_allwords,spearman_dependents,dlg,wtembdep,ldep,lm,bkpsl,target
wsj_0003.1.1,0.34400000000000003,0.17400000000000002,1.0,-1.0,-1.0,-368.1079489,10.0,-2.8864,-6.213174869,0
wsj_0003.2.1,0.0,0.0,0.0,0.0,-1.0,-150.0088075,86.0,-1.0036,-2.629474732,1
wsj_0003.2.2,0.425,-0.248,-1.0,-1.0,-1.0,-62.39896492,-15.0,-3.124,-6.228870799,0
wsj_0003.3.1,0.0,0.0,0.5108296875642307,0.0,3.0,-15.21984213,20.0,0.0169,0.402135376,1
wsj_0003.4.1,0.0,0.0,0.3227040701285136,-0.6000000000000001,4.0,553.112604,2.0,-0.8876,-2.434554985,0
wsj_0003.7.1,0.0,0.0,-0.20359646452525404,0.30000000000000004,1.0,110.6127617,0.0,1.3962,-1.201414461,1
wsj_0003.9.1,-0.425,-0.041999999999999996,0.0687835939428794,1.0,9.0,-987.9583742999998,10.0,-0.6449,-2.8483485280000003,0
wsj_0003.11.1,0.0,0.0,-0.008030365597437583,0.0,3.0,881.0576618999999,4.0,0.9766,0.239308406,1
wsj_0003.12.1,0.688,-0.11,-0.5,-1.0,-1.0,-51.9519691,3.0,-4.0459,-5.883353082,0
wsj_0003.15.1,-0.688,0.11,0.5,1.0,1.0,108.2577152,2.0,1.001,6.219136084,1
wsj_0003.16.1,-0.425,-0.041999999999999996,-0.5,1.0,1.0,-312.97451010000003,0.0,-0.0873,0.598381925,0
wsj_0003.17.1,0.074,0.097,-1.0,1.0,0.0,492.9912282,0.0,4.1716,7.750435632999999,1
wsj_0003.19.1,0.425,-0.248,-0.8660254037844387,-1.0,-1.0,110.01713429999998,-15.0,0.889,-3.485515392,0
wsj_0003.21.1,0.984,0.69,0.5,1.0,1.0,135.8179865,0.0,-1.6072,3.853532657,1
wsj_0003.24.1,0.0,0.0,-0.13768573816055663,0.0,-1.0,-47.93547383,0.0,-3.5378,-3.540452492,0
wsj_0003.27.1,0.0,0.0,-0.3207495363491929,0.0,-11.0,588.4165579,0.0,3.0585,7.882771657,1
wsj_0003.28.1,-0.425,-0.041999999999999996,0.1495896529727428,1.0,11.0,-2456.653107,2.0,-0.0866,-6.855246759,0
wsj_0004.4.1,-1.2730000000000001,-0.392,-0.4101528761909062,-0.4000000000000002,-1.0,16.9797565,5.0,3.9434,2.83990898,1
wsj_0004.4.2,1.939,0.648,0.5106196160659515,-0.5999999999999999,2.0,-440.3185408,19.0,-4.3201,-6.69238217,0
wsj_0004.4.3,0.0,0.0,-0.05468968779357808,-0.2,1.0,-122.9194792,-27.0,0.2956,5.139405036,1
wsj_0004.4.4,1.939,0.648,0.32406421547869035,-0.3999999999999998,0.0,240.6600374,0.0,-0.71,-3.657997136,0
wsj_0004.4.5,-1.2730000000000001,-0.392,-0.4443322825401484,0.1999999999999999,-2.0,79.87157022,-6.0,-0.9602,2.159900628,1
wsj_0004.5.1,0.0,0.0,0.08111878846904358,0.0,9.0,-101.0132115,-5.0,-4.3953,-4.725390556,0
wsj_0004.6.1,0.0,0.0,0.4302046541273411,0.0,-5.0,-15.7863883,-1.0,0.669,3.850075525,1
wsj_0004.7.1,0.0,0.0,0.0,0.0,5.0,-761.7511407000001,10.0,-6.8211,-1.935387083,0
wsj_0004.8.1,0.5840000000000001,0.251,0.6679595002882598,0.0,-3.0,1884.481166,-3.0,2.2748,5.187733889,1
wsj_0004.8.2,0.0,0.0,-0.24276995258880724,0.0,0.0,-185.4142499,52.0,-2.447,-2.839338348,0
wsj_0004.8.3,0.0,0.0,0.6405606824048607,0.0,-9.0,376.0163898,-50.0,4.2048,5.726351019,1
wsj_0004.8.4,0.0,0.0,-0.9217152414415157,0.0,6.0,-981.1299494,27.0,-2.9581,-3.448250865,0
wsj_0004.8.5,0.45,0.121,0.9443276125991535,0.0,-8.0,286.2369361,-24.0,0.8825,7.74465889,1
wsj_0004.8.6,0.0,0.0,-0.04141908934858274,0.0,4.0,-249.4756367,27.0,-1.3025,-3.542058664,0
wsj_0004.11.1,0.0,0.0,-0.2936816069298284,0.0,-1.0,29.7421696,-3.0,0.3845,2.8263397,1
wsj_0004.11.2,2.1689999999999996,1.0959999999999999,0.0444972131711862,-0.1999999999999998,0.0,9.022650601,2.0,0.4568,1.511856355,0
wsj_0004.11.3,0.0,0.0,0.22731224425696117,0.5616902584383192,1.0,-64.94405587,6.0,-1.8625,-1.401000094,1
wsj_0004.11.4,0.841,0.302,0.048493812027919296,-0.5928053803045811,0.0,-102.2962943,-30.0,-2.9188,-3.835665791,0
wsj_0004.11.5,0.0,0.0,-0.5717891892497415,0.6999999999999998,-1.0,-240.09395580000003,30.0,0.8372,-1.028067753,1
wsj_0004.12.1,0.0,0.0,0.49344066573731343,0.0,7.0,226.2535508,-1.0,-0.0198,-5.7020426010000005,0
wsj_0004.14.1,0.0,0.0,0.0021924520092399813,0.0,-1.0,581.168034,-1.0,4.2796,7.88384072,1
wsj_0004.15.1,0.0,0.0,-0.1621203735009702,0.0,2.0,-1114.063711,0.0,-5.7838,-8.814067159,0
wsj_0004.15.2,0.185,0.067,0.09374406211158509,-0.2051956704170308,0.0,392.5714847,-20.0,4.7481,3.1633670510000003,1
wsj_0004.17.1,-0.895,-0.15999999999999998,0.0323309949784588,-0.3,0.0,-264.59513680000003,-18.0,-1.9187,-5.528233505,0
wsj_0008.1.1,0.0,0.0,-0.1740796245511643,0.5,-3.0,343.61886400000003,-1.0,-2.1886,5.889492628999999,1
wsj_0008.2.1,0.688,-0.11,-0.5,-1.0,-1.0,-27.73300007,-3.0,-2.7783,-5.350686694,0
wsj_0008.2.2,0.0,0.0,0.0,0.0,-4.0,-188.6740491,19.0,4.134,2.050826,1
wsj_0008.6.1,0.0,0.0,0.028751691738664403,0.0,8.0,-503.6840642,1.0,-1.8039,-11.95804702,0
wsj_0010.1.1,0.0,0.0,-0.0559480887157026,0.3461032471872269,-2.0,-2492.886176,-2.0,2.1914,0.928610833,1
wsj_0010.9.1,0.0,0.0,0.0,0.0,-1.0,-1109.021755,3.0,1.5732,-0.8597145509999999,0
