# 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0580,-0.3900,-0.0410,-0.0870,0.6150,-0.5130,0.2740,-0.0900,-0.2120,-0.1440,-0.0550,-0.2460,0.0360,0.5170,-0.1490,0.0200,-0.1110,0.2590,0.0670,0.1090,-0.3910,0.3350,1.0630,1.1970,-0.3310,-0.2410,-0.1470,-0.4230,-0.0770,-0.6850,-0.0450,-0.0890
-0.4810,1.9270,0.3840,-0.3940,-0.0410,-0.7490,-0.6470,0.0900,0.0180,-0.5530,-0.2420,0.1590,-0.6490,0.9520,-0.2860,0.4250,-0.3940,-0.7810,-0.2570,-0.8040,0.3550,-0.6940,1.0200,-0.8810,-0.4770,-0.1020,-0.6080,-0.3590,2.2250,1.5750,-0.8660,-0.0410
0.1550,0.3000,0.3740,0.1900,-0.3610,-0.2900,-0.3050,-0.9210,0.4010,-0.3080,0.2680,-0.0890,-0.0400,0.4790,-0.0990,-0.1910,-0.2180,0.0620,-0.1510,0.2570,-0.4100,0.0310,0.1610,-0.0720,-0.2440,-0.2500,-0.1650,0.2150,-0.3610,0.5090,-0.1090,-0.0450
0.1840,-0.7910,-0.5330,0.0460,-0.2980,-0.0950,-0.1110,-0.4970,-0.2200,0.3800,0.9530,-0.4400,-0.0770,-0.6450,0.0230,-0.2210,-0.1300,-0.0040,0.3120,0.6790,-0.4850,-0.2220,-0.1070,0.3250,-0.0100,-0.0280,-0.1970,-0.1030,0.6670,-0.5520,0.4190,-0.0280
-0.0720,0.3970,0.2580,-0.1150,0.0600,-0.0670,-0.1780,-0.1140,0.2780,-0.3830,-0.2220,0.1970,-0.1990,-0.0480,-0.0180,0.2640,0.2220,-0.2520,-0.2900,-0.3150,0.0000,-0.3680,-0.0850,-0.4530,-0.0130,0.0890,-0.1070,0.1000,0.7180,0.6100,-0.1670,0.0300
0.1220,-0.1940,-0.2250,-0.0060,0.4130,-0.2800,0.4310,-0.3360,-0.0620,0.1230,0.1110,0.0730,-0.3690,-0.4740,-0.0430,-0.0410,-0.2330,-0.3480,-0.0260,-0.0220,-0.2790,-0.5730,-1.1030,0.2330,-0.0560,-0.0080,1.0090,-0.1350,-0.3710,-0.3990,-0.0490,-0.2140
-0.3730,-0.1860,-0.0310,-0.1850,-0.1510,-0.5180,-0.2510,-0.3460,0.0670,1.4480,-0.2660,-0.0850,-0.4060,-0.5960,-0.0280,0.0770,0.2610,-0.4220,0.8730,-0.4140,-0.3300,-0.3790,-0.0790,-0.4500,0.1360,-0.1690,-0.4440,-0.0570,-0.2520,-0.2130,0.0200,-0.0540
-0.1740,-0.7590,-1.0080,0.3650,-0.5460,0.3900,-0.4650,-0.9500,-0.0700,-0.4480,0.2850,0.1630,0.3700,-0.7200,-0.2130,-1.2000,-0.4640,0.7560,-0.3050,0.1800,-1.6330,1.7230,-0.7270,-0.1150,-0.1080,0.0570,0.4970,-0.1880,-0.7940,-0.9530,0.1170,-0.4250
-0.0760,-0.3820,-0.5210,0.2280,-0.0950,-0.0230,-0.1130,-0.0930,-0.5700,-0.2180,0.1170,-0.0140,0.3910,-0.8870,-0.1440,-0.1470,-0.2010,0.3350,-0.0070,0.3970,-0.4740,0.2460,-0.9140,0.4040,-0.1800,-0.1290,0.4700,-0.0150,-0.3740,-0.4990,0.0230,0.2240
0.0080,-0.0050,0.1890,0.0750,0.1450,0.0190,0.0880,-0.0070,0.3060,-0.1300,-0.1130,0.2880,-0.1490,-0.4000,0.3060,0.3150,-0.2070,-0.2220,-0.2650,-0.3120,0.0280,-0.3670,-0.0920,-0.2480,0.4530,0.1460,-0.2090,-0.0060,-0.2560,0.0820,0.1570,-0.2370
