id,pmi_neardep,pmi_adjacent,spearman_allwords,spearman_dependents,root_cluster
cf01.1.0,0.105,0.233,0.11123564460173366,-0.39999999999999997,109
cf01.1.1,0.105,0.233,0.10619221487168022,-0.39999999999999997,109
cf01.2.0,0.581,-0.834,-0.24828561923266607,-0.9999999999999999,95
cf01.2.1,0.581,-0.834,-0.2608855172441264,-0.9999999999999999,95
cf01.3.0,0.512,-0.688,-0.05428334516289276,-0.8660254037844387,18
cf01.3.1,-0.605,-0.526,-0.5389318178609666,-0.8660254037844387,37
cf01.4.0,-0.188,-0.598,-0.1947014986342896,-1.0,18
cf01.4.1,-0.31,-0.338,-0.17950698835864062,-0.7,18
cf01.6.0,-0.31,-0.338,-0.5471149893120582,-0.5,18
cf01.6.1,-0.31,-0.338,-0.08800885413611155,0.39999999999999997,18
cf01.7.0,-1.191,-0.839,-0.49678229727023065,0.9999999999999999,55
cf01.7.1,-1.191,-0.839,-0.49678229727023065,0.9999999999999999,55
cf01.8.0,-inf,0.381,-0.08277320656527173,-0.10540925533894598,115
cf01.8.1,-inf,0.381,-0.08277320656527173,-0.10540925533894598,115
cf01.8.2,-inf,0.381,-0.09622356934600686,-0.10540925533894598,115
cf01.8.3,-inf,0.381,-0.022203761615136763,-0.10540925533894598,115
cf01.8.4,-inf,0.381,0.09501152101143714,0.19999999999999998,115
cf01.11.0,-0.67,-0.902,-0.5724147346308873,-0.9999999999999999,18
cf01.11.1,-0.67,-0.902,-0.3889570367172929,-0.9999999999999999,18
cf01.14.0,0.786,-0.007,-0.07305005602089396,0.2,20
cf01.14.1,-2.635,-0.372,-0.07327391597160914,0.7714285714285715,20
cf01.16.0,0.786,-0.007,-0.11098522090729163,-0.0181848241863327,20
cf01.16.1,0.786,-0.007,-0.11098522090729163,-0.0181848241863327,20
cf01.16.2,0.786,-0.007,-0.11741122578647657,-0.0181848241863327,20
cf01.16.3,0.786,-0.007,-0.1540138001297447,0.054554472558998104,20
cf01.16.4,-1.648,-0.796,-0.12750012358386434,0.6486749731408026,20
cf01.16.5,0.786,-0.007,-0.11665218034089253,0.18184824186332701,20
cf01.20.0,-0.708,-0.03,0.3636363636363637,-0.9999999999999999,116
cf01.20.1,-0.708,-0.03,0.12189619703545956,-0.39999999999999997,116
cf01.26.0,0.11,-0.367,-1.0,0.5,18
cf01.26.1,0.11,-0.367,-0.18823529411764706,-0.19999999999999998,18
cf01.28.0,0.577,-0.14,0.18098763914916005,-0.9999999999999999,87
cf01.28.1,0.577,-0.14,0.12327174992954001,-1.0,87
cf01.30.0,-0.882,-0.643,-0.6083916083916086,-0.9999999999999999,18
cf01.30.1,-0.882,-0.643,-0.5464000565210495,-0.7999999999999999,18
cf01.31.0,-inf,-0.285,0.3797494344396999,0.9999999999999999,2
cf01.31.1,0.722,0.547,0.07329667154584603,-0.9999999999999999,121
cf01.31.2,-inf,-0.285,0.41317718333877307,0.9999999999999999,2
cf01.33.0,-0.096,0.381,0.2497710040100698,-0.7999999999999999,115
cf01.33.1,-0.096,0.381,0.6,-1.0,115
cf01.40.0,0.374,-0.12,-0.16197637926706274,-0.9999999999999999,65
cf01.40.1,0.374,-0.12,-0.16197637926706274,-0.9999999999999999,65
cf01.43.0,0.053,-0.126,-0.10714285714285716,-0.9999999999999999,87
cf01.43.1,0.053,-0.126,0.42857142857142866,-0.9999999999999999,87
cf01.49.0,0.821,0.523,-0.058823529411764705,-1.0,28
cf01.49.1,0.821,0.523,0.2380952380952381,-0.9999999999999999,28
cf01.52.0,-0.543,-0.159,-0.09661844134634129,-0.5,87
cf01.52.1,-0.032,0.097,-0.17378948560172366,0.09999999999999999,20
cf01.54.0,-2.028,-0.08,-0.1638898319782107,0.7999999999999999,28
cf01.54.1,-2.028,-0.08,-0.1998790210317068,0.6,28
cf01.54.2,-2.028,-0.08,-0.11821454293837699,0.3768511731740915,28
cf01.55.0,-1.552,0.285,0.1462182369257516,0.0,65
cf01.55.1,-1.552,0.285,0.1462182369257516,0.0,65
cf01.57.0,-0.67,-0.902,-0.819808203342287,0.9999999999999999,18
cf01.57.1,-0.67,-0.902,-0.42857142857142855,-0.9999999999999999,18
cf01.58.0,-0.505,-0.357,0.0414455265340874,-0.9999999999999999,63
cf01.58.1,0.271,0.124,0.1933914913028563,-0.7999999999999999,18
cf01.58.2,-0.505,-0.357,0.0414455265340874,-0.9999999999999999,63
cf01.59.0,0.678,-0.765,-0.23999016053327998,-0.7999999999999999,18
cf01.59.1,0.678,-0.765,-0.36654805643877014,-0.7999999999999999,18
cf01.61.0,-0.481,-0.773,-0.395138603392042,-0.9999999999999999,28
cf01.61.1,-0.539,-0.517,-0.020720640299528106,0.7999999999999999,61
cf01.63.0,-0.602,-0.22,-0.09907580438843613,-0.5,65
cf01.63.1,-0.602,-0.22,-0.10478308843017961,-0.5,65
cf02.3.0,0.054,0.472,0.5218914505777781,-0.6667366910003157,49
cf02.3.1,0.054,0.472,0.4099474857424372,-0.6667366910003157,49
cf02.3.2,0.054,0.472,0.5748511736162747,-0.550782483869826,49
cf02.4.0,0.17,0.123,0.013986013986013986,-0.5,65
cf02.4.1,0.17,0.123,0.9999999999999999,-0.9999999999999999,65
cf02.4.2,0.17,0.123,0.0979020979020979,-0.5,65
cf02.5.0,-0.303,-0.44,-0.19701414394754313,-0.9999999999999999,87
cf02.5.1,-0.529,-0.68,-0.2769076073557869,0.39999999999999997,20
cf02.5.2,-0.303,-0.44,-0.3453567810455351,-0.9999999999999999,87
cf02.7.0,0.189,-0.603,-0.3512181900007036,0.9999999999999999,20
cf02.7.1,-0.607,-0.87,-0.31666666666666665,0.9999999999999999,18
cf02.13.0,-0.735,-0.357,0.1424811484068758,-0.4285714285714286,63
cf02.13.1,-0.735,-0.357,0.1382944341871745,-0.4285714285714286,63
cf02.13.2,-0.735,-0.357,0.17977789985932413,0.028571428571428574,63
cf02.15.0,-0.67,-0.902,-0.5727272727272729,-0.9999999999999999,18
cf02.15.1,-0.67,-0.902,-0.8000000000000002,-0.9999999999999999,18
cf02.18.0,1.504,-0.15,-0.0017395086299452356,0.19999999999999998,61
cf02.18.1,1.504,-0.15,0.2918660563187231,0.19999999999999998,61
cf02.19.0,-0.915,-0.453,-0.25860954127271163,-0.39999999999999997,63
cf02.19.1,-0.915,-0.453,0.04744883633155828,-0.39999999999999997,63
cf02.28.0,-0.689,-0.834,0.3592878785739777,-0.5,95
cf02.28.1,-0.689,-0.834,0.3592878785739777,-0.5,95
cf02.28.2,-0.689,-0.834,-0.09581010095306072,0.5,95
cf02.32.0,-1.049,-1.475,-0.521978021978022,0.9999999999999999,20
cf02.32.1,-1.049,-1.475,-0.4945054945054945,0.9999999999999999,20
cf02.35.0,-0.101,-0.628,0.10822832057608747,-1.0,63
cf02.35.1,-inf,-0.327,0.06546855933007026,0.4472135954999579,32
cf02.38.0,-0.31,-0.338,-0.6571428571428573,-1.0,18
cf02.38.1,-0.31,-0.338,0.06126190017516791,0.3,18
cf02.48.0,-1.049,0.844,0.15,0.9999999999999999,95
cf02.48.1,-1.049,0.844,0.15,0.9999999999999999,95
cf02.49.0,-1.126,-0.486,0.0539482385925381,0.9999999999999999,20
cf02.49.1,-1.126,-0.486,-0.0017410238816523594,0.9999999999999999,20
cf02.50.0,0.512,-0.688,-0.09745488261877851,-0.9999999999999999,18
cf02.50.1,0.512,-0.688,-0.060461075750078246,-0.9999999999999999,18
cf02.52.0,0.124,-0.763,-0.7,-0.9999999999999999,63
cf02.52.1,0.149,-0.731,-0.42857142857142866,-0.9999999999999999,63
cf02.57.0,-inf,-1.127,-0.6,0.9999999999999999,11
cf02.57.1,-0.533,-0.382,0.0,0.0,117
cf02.61.0,-1.534,-0.361,-0.22424242424242422,0.19999999999999998,20
cf02.61.1,-1.534,-0.361,-0.18787878787878787,0.19999999999999998,20
cf02.62.0,-2.449,-0.014,-0.13850899167571878,0.19999999999999998,65
cf02.62.1,-0.322,0.234,0.029169323295998327,-0.19999999999999998,65
cf02.62.2,-2.449,-0.014,-0.02106265581136111,0.39999999999999997,65
cf02.64.0,-0.645,0.265,0.3526184179097015,-0.5,49
cf02.64.1,-0.645,0.265,0.3526184179097015,-0.5,49
cf02.65.0,-1.176,-0.006,-0.36067193675889325,0.6,20
cf02.65.1,-1.118,-0.03,-0.28571428571428575,0.19999999999999998,116
cf02.66.0,-0.616,-0.226,0.0,0.0,28
cf02.66.1,0.685,0.112,0.9999999999999999,-0.9999999999999999,115
cf02.70.0,0.512,-0.688,-0.502450980392157,-0.9999999999999999,18
cf02.70.1,0.512,-0.688,-0.39999999999999997,-0.9999999999999999,18
cf02.72.0,-0.083,0.018,-0.27956488000258867,0.9999999999999999,61
cf02.72.1,-0.083,0.018,-0.2131553960614488,0.9999999999999999,61
cf02.73.0,-0.868,-0.483,-0.7142857142857143,-0.9999999999999999,28
cf02.73.1,-0.868,-0.483,-0.14285714285714288,-0.9999999999999999,28
cf02.88.0,-1.752,-0.555,-1.0,1.0,61
cf02.88.1,-0.083,0.018,-0.39999999999999997,1.0,61
cf02.101.0,-1.204,-0.926,-0.11446646950813795,0.9999999999999999,32
cf02.101.1,-1.204,-0.926,-0.06711107103083612,0.9999999999999999,32
cf02.106.0,0.512,-0.688,-0.18994826888356922,-0.9999999999999999,18
cf02.106.1,0.512,-0.688,-0.35940387019750036,-0.9999999999999999,18
cf02.106.2,0.512,-0.688,-0.18892317116271415,-0.39999999999999997,18
cf02.111.0,0.084,0.028,-0.03556101220208393,0.39999999999999997,20
cf02.111.1,0.745,0.208,0.07142857142857144,0.0,104
cf02.112.0,-1.226,-1.125,-0.09999999999999999,0.7,63
cf02.112.1,0.952,-2.474,-0.6,-0.3,63
cf02.112.2,-1.549,-0.366,0.09999999999999999,0.09999999999999999,63
cf02.112.3,-1.226,-1.125,-0.20519567041703085,0.6155870112510925,63
cf02.112.4,-0.839,-0.515,-0.6,-0.3142857142857143,49
cf02.112.5,-0.994,-1.51,-0.7,-0.7,14
cf02.117.0,0.325,0.089,0.5301589619830679,-1.0,14
cf02.117.1,-0.645,0.265,0.6506496351610379,-0.5,49
cf02.118.0,-2.097,-0.348,-0.5350435742316897,0.35909242322980395,32
cf02.118.1,-2.097,-0.348,-0.41471984806314766,0.5642880936468347,32
cf02.120.0,0.223,0.385,0.4945054945054945,-0.39999999999999997,87
cf02.120.1,0.223,0.385,0.24725274725274726,-0.39999999999999997,87
cf03.1.0,-0.579,-0.6,-0.11575381140598533,0.5,20
cf03.1.1,-0.768,-0.482,-0.2571428571428572,-0.9999999999999999,87
cf03.2.0,-3.179,-1.517,-0.46719812582737846,0.9486832980505139,61
cf03.2.1,-3.179,-1.517,-0.6368102953144905,0.9486832980505139,61
cf03.5.0,-1.129,-0.57,0.08197246063362391,0.5,37
cf03.5.1,-1.129,-0.57,0.15022821711501766,0.5,37
cf03.6.0,-1.838,-0.07,0.2791684573486687,0.20519567041703085,65
cf03.6.1,-1.838,-0.07,0.28823529411764703,0.5,65
cf03.8.0,-2.627,-0.074,-0.39638964819005507,0.7999999999999999,87
cf03.8.1,-0.116,-0.572,-0.3396858549988499,-0.02898855178262242,20
cf03.9.0,-1.482,-0.445,-0.08579091897564933,0.9999999999999999,116
cf03.9.1,-1.482,-0.445,-0.2591600677389407,0.9999999999999999,116
cf03.10.0,-0.682,0.381,0.5016504685758358,-0.9486832980505139,115
cf03.10.1,-0.682,0.381,0.5016504685758358,-0.9486832980505139,115
cf03.11.0,0.11,-0.367,-0.267188961070705,-0.9999999999999999,18
cf03.11.1,0.709,-0.566,-1.0,-0.9999999999999999,63
cf03.12.0,0.17,0.123,0.19999999999999998,-0.19999999999999998,65
cf03.12.1,0.17,0.123,-0.06666666666666665,-0.39999999999999997,65
cf03.13.0,-0.67,-0.902,0.052496415859662485,0.0,18
cf03.13.1,-0.67,-0.902,-0.07702389618375596,0.49999999999999994,18
cf03.15.0,-0.651,-0.242,-0.2866429701673589,-0.7,28
cf03.15.1,-0.829,-0.285,0.09554765672245297,0.19999999999999998,89
cf03.21.0,-0.839,-0.363,0.27215359279853846,-0.9999999999999999,28
cf03.21.1,-0.839,-0.363,0.13430946460782886,0.5,28
cf03.25.0,0.802,-0.834,-0.2796365500928297,-0.9999999999999999,95
cf03.25.1,0.802,-0.834,-0.2796365500928297,-0.9999999999999999,95
cf03.28.0,-0.07,-0.126,-0.010705030874408387,-0.6000000000000001,65
cf03.28.1,-0.07,-0.126,-0.06748471337629476,-0.6000000000000001,65
cf03.31.0,-1.858,-0.323,-0.19943308298496848,-0.028571428571428574,18
cf03.31.1,-1.858,-0.323,-0.19943308298496848,-0.028571428571428574,18
cf03.32.0,-1.222,-0.148,0.19791952562003792,-0.19999999999999998,65
cf03.32.1,-1.222,-0.148,0.3377209716078458,0.9999999999999999,65
cf03.35.0,0.998,0.113,-0.007526515617467443,-0.35909242322980395,63
cf03.35.1,0.998,0.113,-0.05132593836863036,-0.35909242322980395,63
cf03.35.2,0.998,0.113,0.04858023716728986,-0.35909242322980395,63
cf03.37.0,-0.933,-0.57,0.047677837737251594,-0.5,28
cf03.37.1,-1.183,0.408,-0.10948244616990108,0.39999999999999997,61
cf03.40.0,-0.922,-2.064,-0.15098374173099813,0.9999999999999999,20
cf03.40.1,-0.922,-2.064,-0.15278458516138982,0.9999999999999999,20
cf03.42.0,0.685,0.112,0.297298194672601,-1.0,115
cf03.42.1,0.685,0.112,0.40981625941240823,-1.0,115
cf03.46.0,0.802,-0.834,0.05874311294725799,-0.39999999999999997,95
cf03.46.1,0.802,-0.834,0.031167864591846742,-0.39999999999999997,95
cf03.48.0,1.409,0.381,0.3620809574331592,-0.7999999999999999,115
cf03.48.1,1.409,0.381,0.5545454545454546,-0.9999999999999999,115
cf03.50.0,-0.64,-0.839,-0.31992904216061013,-0.9999999999999999,28
cf03.50.1,-0.64,-0.839,-0.36734272064427204,0.9999999999999999,28
cf03.50.2,-2.476,-0.362,-0.14045817896190294,0.7999999999999999,61
cf03.51.0,0.106,-0.563,0.06932356812248491,-0.9999999999999999,28
cf03.51.1,-4.131,0.877,0.38959619986278843,0.9999999999999999,28
cf03.51.2,-1.474,-0.789,0.04599366700340343,0.39999999999999997,20
cf03.52.0,-0.538,-0.398,0.150575600653948,-0.9999999999999999,37
cf03.52.1,-0.538,-0.398,0.20107200169477543,-0.9999999999999999,37
cf03.53.0,0.359,0.343,0.09090909090909088,-0.9999999999999999,116
cf03.53.1,0.359,0.343,0.19999999999999998,-0.9999999999999999,116
cf03.62.0,0.571,0.359,0.942857142857143,-0.5,65
cf03.62.1,-1.174,0.011,1.0,0.9999999999999999,65
cf03.63.0,1.776,1.09,0.6071428571428572,-0.5,55
cf03.63.1,1.776,1.09,0.6207201689945236,-0.3,55
cf03.64.0,0.085,-0.03,-0.09331752410023385,-0.9999999999999999,116
cf03.64.1,0.085,-0.03,-0.15565588026940774,-0.9999999999999999,116
cf03.64.2,0.085,-0.03,-0.09456966601965791,-0.9999999999999999,116
cf03.65.0,-1.723,-0.074,0.2605698416254795,-0.9999999999999999,87
cf03.65.1,-1.723,-0.074,0.2605698416254795,-0.9999999999999999,87
cf03.65.2,-1.723,-0.074,0.037835639164196584,-0.19999999999999998,87
cf03.66.0,-0.607,-0.87,-0.16242733241933419,0.9999999999999999,18
cf03.66.1,-0.49,-0.339,0.024683340048177082,-0.9999999999999999,89
cf03.67.0,-1.053,-1.073,-0.1786342494262783,0.9999999999999999,49
cf03.67.1,-1.204,-0.926,-0.6277438767059185,0.5,32
cf03.68.0,0.659,-0.346,-0.1188811188811189,-0.9999999999999999,87
cf03.68.1,-1.474,-0.789,-0.4692412787649026,0.21081851067789195,20
cf03.68.2,0.659,-0.346,-0.1188811188811189,-0.9999999999999999,87
cf03.70.0,-0.064,0.018,-0.1624423437437373,0.316227766016838,61
cf03.70.1,-0.064,0.018,-0.17071966062239907,0.39999999999999997,61
