id,pmi_neardep,pmi_adjacent,spearman_allwords,spearman_dependents,root_cluster
wsj_0003.1.0,0.496,-0.212,0.0,0.0,104
wsj_0003.1.1,1.067,0.483,0.9999999999999999,-0.9999999999999999,37
wsj_0003.2.0,-0.384,-0.021,0.0,0.0,116
wsj_0003.2.1,-0.384,-0.021,0.0,0.0,116
wsj_0003.2.2,-0.569,-0.556,-0.9999999999999999,-0.9999999999999999,83
wsj_0003.3.0,1.067,0.483,0.4573255749893281,-0.9999999999999999,37
wsj_0003.3.1,1.067,0.483,0.2682976706604058,-0.9999999999999999,37
wsj_0003.4.0,-1.038,-0.553,-0.133132766090398,0.9999999999999999,65
wsj_0003.4.1,-1.038,-0.553,0.13852202913425354,-0.19999999999999998,65
wsj_0003.7.0,-0.579,-0.43,0.0,0.3,20
wsj_0003.7.1,-1.047,-0.43,-0.3333333333333334,0.09999999999999999,20
wsj_0003.9.0,2.111,2.535,0.4724282017376836,-0.9999999999999999,63
wsj_0003.9.1,0.308,-0.939,0.0,0.0,63
wsj_0003.11.0,-1.389,-0.866,-0.4297485561186021,0.9999999999999999,18
wsj_0003.11.1,-1.389,-0.866,-0.4439992854406698,0.9999999999999999,18
wsj_0003.12.0,-0.04,0.328,0.0,0.0,1
wsj_0003.12.1,0.264,-0.599,-1.0,-0.9999999999999999,95
wsj_0003.15.0,-0.04,0.328,0.0,0.0,1
wsj_0003.15.1,0.264,-0.599,-1.0,-0.9999999999999999,95
wsj_0003.16.0,0.937,2.535,0.5,-0.9999999999999999,63
wsj_0003.16.1,0.308,-0.939,0.0,0.0,63
wsj_0003.17.0,-0.408,-0.114,0.0,0.0,87
wsj_0003.17.1,0.272,-0.141,-0.9999999999999999,-0.9999999999999999,95
wsj_0003.19.0,0.308,-0.939,0.0,0.0,63
wsj_0003.19.1,-0.702,-0.866,-1.0,0.9999999999999999,18
wsj_0003.21.0,-1.85,-0.473,0.0,0.0,49
wsj_0003.21.1,1.237,0.533,0.5,-0.9999999999999999,37
wsj_0003.24.0,0.512,-0.688,-0.9285714285714288,-0.9999999999999999,18
wsj_0003.24.1,0.512,-0.688,-0.28571428571428575,-0.9999999999999999,18
wsj_0003.27.0,-1.795,-0.934,-0.276836202374194,0.9999999999999999,61
wsj_0003.27.1,-1.795,-0.934,-0.23133962292504673,0.9999999999999999,61
wsj_0003.28.0,0.937,2.282,-0.288858595137383,-0.9999999999999999,63
wsj_0003.28.1,0.308,-0.939,0.0,0.0,63
wsj_0004.4.0,-0.491,-0.026,0.3931888544891641,-0.39999999999999997,65
wsj_0004.4.1,-0.777,-0.349,0.1290655825068905,-0.19999999999999998,65
wsj_0004.4.2,-1.526,-0.289,0.10118741668540218,0.39999999999999997,65
wsj_0004.4.3,-0.491,-0.026,-0.02084611060122161,0.0,65
wsj_0004.4.4,-1.526,-0.289,-0.1974249298115694,0.7999999999999999,65
wsj_0004.4.5,-0.777,-0.349,0.20867779730180494,-0.6000000000000001,65
wsj_0004.5.0,0.512,-0.688,-0.45218043193670493,-0.9999999999999999,18
wsj_0004.5.1,0.512,-0.688,-0.23755349623720698,-0.9999999999999999,18
wsj_0004.6.0,-0.607,-0.87,-0.5062619907488707,-0.9999999999999999,18
wsj_0004.6.1,-0.935,-0.412,-0.5357142857142858,-0.9999999999999999,83
