id,pmi_neardep,pmi_adjacent,spearman_allwords,spearman_dependents,dlg,wtembdep,ldep,lm,bkpsl,target
wsj_0003.1.1,0.571,0.695,1.0,-1.0,-1.0,-368.1079489,10.0,-2.8864,-6.213174869,0
wsj_0003.2.1,0.0,0.0,0.0,0.0,-1.0,-150.0088075,86.0,-1.0036,-2.629474732,1
wsj_0003.2.2,-0.18499999999999994,-0.535,-1.0,-1.0,-1.0,-62.39896492,-15.0,-3.124,-6.228870799,0
wsj_0003.3.1,0.0,0.0,0.1890279043289223,0.0,3.0,-15.21984213,20.0,0.0169,0.402135376,1
wsj_0003.4.1,0.0,0.0,0.2716547952246515,-1.2,4.0,553.112604,2.0,-0.8876,-2.434554985,0
wsj_0003.7.1,0.46799999999999997,0.0,0.3333333333333334,0.2000000000000001,1.0,110.6127617,0.0,1.3962,-1.201414461,1
wsj_0003.9.1,-1.8030000000000002,-3.474,-0.4724282017376836,1.0,9.0,-987.9583742999998,10.0,-0.6449,-2.8483485280000003,0
wsj_0003.11.1,0.0,0.0,0.014250729322067723,0.0,3.0,881.0576618999999,4.0,0.9766,0.239308406,1
wsj_0003.12.1,0.304,-0.927,-1.0,-1.0,-1.0,-51.9519691,3.0,-4.0459,-5.883353082,0
wsj_0003.15.1,-0.304,0.927,1.0,1.0,1.0,108.2577152,2.0,1.001,6.219136084,1
wsj_0003.16.1,-0.629,-3.474,-0.5,1.0,1.0,-312.97451010000003,0.0,-0.0873,0.598381925,0
wsj_0003.17.1,-0.6799999999999999,0.026999999999999982,1.0,1.0,0.0,492.9912282,0.0,4.1716,7.750435632999999,1
wsj_0003.19.1,-1.01,0.07299999999999995,-1.0,1.0,-1.0,110.01713429999998,-15.0,0.889,-3.485515392,0
wsj_0003.21.1,-3.087,-1.006,-0.5,1.0,1.0,135.8179865,0.0,-1.6072,3.853532657,1
wsj_0003.24.1,0.0,0.0,0.6428571428571431,0.0,-1.0,-47.93547383,0.0,-3.5378,-3.540452492,0
wsj_0003.27.1,0.0,0.0,-0.045496579449147284,0.0,-11.0,588.4165579,0.0,3.0585,7.882771657,1
wsj_0003.28.1,-0.629,-3.221,0.288858595137383,1.0,11.0,-2456.653107,2.0,-0.0866,-6.855246759,0
wsj_0004.4.1,0.28600000000000003,0.32299999999999995,0.2641232719822736,-0.2,-1.0,16.9797565,5.0,3.9434,2.83990898,1
wsj_0004.4.2,-1.0350000000000001,-0.26299999999999996,-0.292001437803762,0.7999999999999998,2.0,-440.3185408,19.0,-4.3201,-6.69238217,0
wsj_0004.4.3,0.0,0.0,0.4140349650903857,-0.3999999999999999,1.0,-122.9194792,-27.0,0.2956,5.139405036,1
wsj_0004.4.4,-1.0350000000000001,-0.26299999999999996,-0.5906137843007335,1.1999999999999997,0.0,240.6600374,0.0,-0.71,-3.657997136,0
wsj_0004.4.5,0.28600000000000003,0.32299999999999995,0.18451105718735916,0.20000000000000018,-2.0,79.87157022,-6.0,-0.9602,2.159900628,1
wsj_0004.5.1,0.0,0.0,0.21462693569949798,0.0,9.0,-101.0132115,-5.0,-4.3953,-4.725390556,0
wsj_0004.6.1,0.32800000000000007,-0.458,0.029452294965415127,0.0,-5.0,-15.7863883,-1.0,0.669,3.850075525,1
wsj_0004.7.1,0.0,0.0,0.0,0.0,5.0,-761.7511407000001,10.0,-6.8211,-1.935387083,0
wsj_0004.8.1,-1.3299999999999998,0.8400000000000001,0.669590488334848,0.0,-3.0,1884.481166,-3.0,2.2748,5.187733889,1
