id,pmi_neardep,pmi_adjacent,spearman_allwords,spearman_dependents,dlg,wtembdep,ldep,lm,bkpsl,target
cf01.1.1,0.0,0.0,-0.005043429730053409,0.0,12.0,-2640.179508,-18.0,-3.055,-2.91699103,0
cf01.2.1,0.0,0.0,0.012599898011460386,0.0,-3.0,1295.231477,-26.0,5.043,2.853967274,1
cf01.3.1,-1.117,0.16199999999999992,-0.4846484726980739,0.0,9.0,-3330.87634,0.0,-3.384,-6.367884953,0
cf01.4.1,0.122,-0.25999999999999995,-0.015194510275648998,-0.30000000000000004,-4.0,-2007.913042,0.0,-2.712,-2.731841718,1
cf01.6.1,0.0,0.0,0.4591061351759467,0.8999999999999999,1.0,612.1313152,-44.0,0.9926,0.761620805,0
cf01.7.1,0.0,0.0,0.0,0.0,4.0,-1492.8477269999998,-19.0,-4.087,1.884577251,1
cf01.8.1,,0.0,0.0,0.0,1.0,-1917.774148,3.0,-0.5539999999999999,-0.21145748,0
cf01.8.2,,0.0,0.013450362780735095,0.0,-1.0,-4167.906961,26.0,-3.929,-1.4447170130000002,1
cf01.8.3,,0.0,0.060569444950135005,0.0,16.0,-6797.493484999999,-18.0,-8.952,-14.1477584,0
cf01.8.4,,0.0,-0.17778472757670882,-0.3054092553389458,1.0,-602.4481311000001,-17.0,1.038,1.345259264,1
cf01.11.1,0.0,0.0,0.1834576979135944,0.0,12.0,680.298446,-56.0,-2.7181,0.414755327,0
cf01.14.1,3.421,0.365,0.00022385995071519393,-0.5714285714285714,-8.0,4647.739679,-45.0,3.2086,-0.67803184,1
cf01.16.1,0.0,0.0,0.0,0.0,0.0,-1374.0708960000002,22.0,-4.3338,-1.928383,0
cf01.16.2,0.0,0.0,0.0064260048791849045,0.0,0.0,219.5208694,-24.0,7.7585,0.99626375,1
cf01.16.3,0.0,0.0,-0.043028579222453095,0.0727392967453308,0.0,41.94535619,3.0,-6.1785,-3.268392973,0
cf01.16.4,2.434,0.789,0.016514902676572712,-0.6668597973271353,0.0,-510.7019019,-20.0,-0.8849,1.860055897,1
cf01.16.5,0.0,0.0,-0.005666959433600904,0.2000330660496597,0.0,-443.7420673,19.0,-5.0145,-3.674311384,0
cf01.20.1,0.0,0.0,0.2417401666009042,-0.6000000000000001,1.0,-727.6949357000001,1.0,-0.7234,4.505577978,1
cf01.26.1,0.0,0.0,0.8117647058823529,-0.7,-12.0,1808.263992,17.0,1.2476,-0.071165257,0
cf01.28.1,0.0,0.0,0.057715889219619995,0.0,5.0,70.52874396,-1.0,-0.996,-2.8937111860000004,1
cf01.30.1,0.0,0.0,0.06199155187055905,0.20000000000000007,-3.0,1035.174675,0.0,-2.2478,-3.814232075,0
cf01.31.1,-inf,-0.8320000000000001,0.30645276289385387,2.0,-18.0,8148.578017,-2.0,1.4980000000000002,5.30164818,1
cf01.31.2,,0.0,0.03342774889907313,0.0,-4.0,-3701.385719,-39.0,-1.01,-5.104040491,0
cf01.33.1,0.0,0.0,-0.3502289959899302,0.20000000000000007,-12.0,-704.3762278,-30.0,0.491,-0.818267739,1
cf01.40.1,0.0,0.0,0.0,0.0,0.0,-3779.599211,41.0,-1.742,-1.216961066,0
cf01.43.1,0.0,0.0,-0.5357142857142857,0.0,0.0,-38.80652093,21.0,0.8368,4.364541895,1
cf01.49.1,0.0,0.0,0.2969187675070028,0.0,3.0,-726.3711466,62.0,-2.5442,0.082421026,0
cf01.52.1,-0.511,-0.256,0.0771710442553824,-0.5999999999999999,-3.0,516.3131002,-11.0,1.7468,1.821386504,1
