id,pmi_neardep,pmi_adjacent,spearman_allwords,spearman_dependents,dlg,wtembdep,ldep,lm,bkpsl,target
cf01.1.1,0.0,0.0,-0.1453043097862398,0.0,12.0,-2640.179508,-18.0,-3.055,-2.91699103,0
cf01.2.1,0.0,0.0,0.041822218775655506,0.0,-3.0,1295.231477,-26.0,5.043,2.853967274,1
cf01.3.1,-0.269,-0.436,-0.6377612883194755,1.7320508075688774,9.0,-3330.87634,0.0,-3.384,-6.367884953,0
cf01.4.1,0.0,0.0,0.0988088925378717,-0.1000000000000002,-4.0,-2007.913042,0.0,-2.712,-2.731841718,1
cf01.6.1,0.0,0.0,0.1471439199252939,0.2948043295829692,1.0,612.1313152,-44.0,0.9926,0.761620805,0
cf01.7.1,0.0,0.0,0.0,0.0,4.0,-1492.8477269999998,-19.0,-4.087,1.884577251,1
cf01.8.1,0.0,0.0,0.0,0.0,1.0,-1917.774148,3.0,-0.5539999999999999,-0.21145748,0
cf01.8.2,0.0,0.0,-0.007873905708249702,0.0,-1.0,-4167.906961,26.0,-3.929,-1.4447170130000002,1
cf01.8.3,0.0,0.0,-0.06679577889712279,0.0,16.0,-6797.493484999999,-18.0,-8.952,-14.1477584,0
cf01.8.4,0.0,0.0,-0.004238780519729805,-0.20000000000000007,1.0,-602.4481311000001,-17.0,1.038,1.345259264,1
cf01.11.1,-0.11699999999999999,0.578,-0.01281916152209328,0.0,12.0,680.298446,-56.0,-2.7181,0.414755327,0
cf01.14.1,1.571,-0.0050000000000000044,-0.0409706212424283,0.0,-8.0,4647.739679,-45.0,3.2086,-0.67803184,1
cf01.16.1,0.13999999999999999,0.527,-0.043959270898959596,-0.07595355053808439,0.0,-1374.0708960000002,22.0,-4.3338,-1.928383,0
cf01.16.2,0.0,0.0,0.0,0.0,0.0,219.5208694,-24.0,7.7585,0.99626375,1
cf01.16.3,0.0,0.0,-0.09581270103602649,-0.2522624895547565,0.0,41.94535619,3.0,-6.1785,-3.268392973,0
cf01.16.4,2.085,0.9800000000000001,0.0742622684409118,0.1771981437555244,0.0,-510.7019019,-20.0,-0.8849,1.860055897,1
cf01.16.5,0.13999999999999999,0.527,0.05099202586431201,-0.031719550264862784,0.0,-443.7420673,19.0,-5.0145,-3.674311384,0
cf01.20.1,0.0,0.0,0.031100163666897385,-0.6000000000000001,1.0,-727.6949357000001,1.0,-0.7234,4.505577978,1
cf01.26.1,0.0,0.0,0.02282717028085529,-0.7,-12.0,1808.263992,17.0,1.2476,-0.071165257,0
cf01.28.1,0.0,0.0,-0.1151988280142108,-0.6000000000000001,5.0,70.52874396,-1.0,-0.996,-2.8937111860000004,1
cf01.30.1,0.0,0.0,0.092684372674802,0.6000000000000001,-3.0,1035.174675,0.0,-2.2478,-3.814232075,0
cf01.31.1,0.5780000000000001,-0.635,0.04782590246348278,0.0,-18.0,8148.578017,-2.0,1.4980000000000002,5.30164818,1
cf01.31.2,0.0,0.0,0.012318223008093626,0.0,-4.0,-3701.385719,-39.0,-1.01,-5.104040491,0
cf01.33.1,0.0,0.0,0.5348419579882862,0.20000000000000007,-12.0,-704.3762278,-30.0,0.491,-0.818267739,1
cf01.40.1,0.0,0.0,0.0,0.0,0.0,-3779.599211,41.0,-1.742,-1.216961066,0
cf01.43.1,0.0,0.0,-0.25,0.0,0.0,-38.80652093,21.0,0.8368,4.364541895,1
cf01.49.1,0.0,0.0,0.6103617620064674,-0.20000000000000007,3.0,-726.3711466,62.0,-2.5442,0.082421026,0
cf01.52.1,0.225,-0.134,-0.016671584663729602,-1.2,-3.0,516.3131002,-11.0,1.7468,1.821386504,1
cf01.55.1,0.0,0.0,0.0,0.0,-1.0,7313.153798,-112.0,-1.471,-2.65944829,0
cf01.57.1,0.0,0.0,0.18390920178432751,0.0,-4.0,-46.78831846,-30.0,4.7122,4.1485221,1
cf01.58.1,1.1989999999999998,0.733,0.1987354074953247,-1.2,-5.0,-748.6385485000001,18.0,2.487,1.751496643,0
cf01.58.2,0.0,0.0,0.0,0.0,3.0,594.7962468999999,-27.0,-0.999,0.608794226,1
cf01.59.1,0.0,0.0,-0.21126023909637182,0.0,-8.0,1911.456235,-135.0,1.686,2.528816407,0
cf01.61.1,-0.10099999999999998,0.05599999999999994,0.01725704080560289,-1.4,1.0,192.2025361,-3.0,1.7663,1.980176658,1
cf01.63.1,0.0,0.0,-0.0086322090737681,0.0,5.0,-990.5816271,-131.0,-2.9649,-6.981618492999999,0
cf02.3.1,0.0,0.0,0.11819144283977773,-0.6377481392176932,3.0,76.74144211,-51.0,8.3029,2.195974665,1
cf02.3.2,0.0,0.0,0.021170709215665884,0.11595420713048973,-2.0,-582.1766022,65.0,-2.0132,-3.6051395,0
cf02.4.1,0.0,0.0,-1.1468531468531469,0.5,-5.0,53.46509955,10.0,3.792,2.096292259,1
cf02.4.2,0.0,0.0,-0.2027972027972029,0.0,3.0,208.1633737,-12.0,1.3212,3.138540444,0
cf02.5.1,-0.43699999999999994,0.323,-0.19384149861045058,-1.4,-12.0,2919.255262,-1.0,2.085,2.393147591,1
cf02.5.2,0.0,0.0,-0.011879737710991878,0.0,-1.0,1327.675679,-1.0,0.586,2.1284346480000003,0
cf02.7.1,-0.5690000000000001,-0.24199999999999994,-0.7429683529570366,2.0,-13.0,1457.040082,-14.0,-0.4836,11.29202082,1
cf02.13.1,0.0,0.0,-0.029801339058113704,0.0,2.0,2762.795402,-9.0,0.563,7.214326746,0
cf02.13.2,0.0,0.0,-0.030554933911279003,-0.6857142857142857,-5.0,-2732.938162,51.0,-1.984,-2.047393719,1
cf02.15.1,0.0,0.0,0.13730300661787842,0.0,0.0,-1.261720907,-1.0,0.2527,0.0628406109999999,0
cf02.18.1,0.0,0.0,-0.19002252962664518,0.0,-7.0,2172.185355,31.0,5.1631,14.17209021,1
cf02.19.1,0.0,0.0,0.1664373889703777,-0.19999999999999984,4.0,-101.7419456,-31.0,-3.0689,-0.6149311279999999,0
cf02.28.1,0.0,0.0,0.0,0.0,7.0,-2661.639725,-56.0,-2.8653,-1.41110455,1
cf02.28.2,0.0,0.0,0.0,-0.5,0.0,190.6259826,47.0,-0.9674,0.513743075,0
cf02.32.1,0.0,0.0,0.005502068478807409,0.0,0.0,-14.71925996,67.0,3.3808,1.24617273,1
cf02.35.1,0.0,0.0,0.1561300657968095,-0.09999999999999998,6.0,-1327.841639,3.0,0.5715,-2.3600343130000003,0
cf02.38.1,0.0,0.0,-0.2074075395308274,-0.30000000000000004,16.0,-3965.023154,-2.0,-0.611,1.84308336,1
cf02.48.1,0.0,0.0,0.0,0.0,-4.0,72.55649551,17.0,0.907,-0.468582045,0
cf02.49.1,0.0,0.0,0.3472970544673923,0.0,-7.0,-275.1063665,1.0,-0.55,-0.646501488,1
cf02.50.1,0.0,0.0,0.04615724933863209,0.0,5.0,182.4500781,1.0,0.1507,-2.269067423,0
cf02.52.1,0.0,0.0,0.14285714285714313,0.0,0.0,-122.3404807,-15.0,-3.9744,1.815620608,1
cf02.57.1,0.07399999999999984,0.121,0.6571428571428573,-1.0,2.0,18.83770788,-9.0,-1.1082,-2.9675214430000003,0
cf02.61.1,0.0,0.0,-0.04848484848484849,0.0,0.0,210.8659167,-6.0,0.3944,2.267713343,1
cf02.62.1,0.0,0.0,0.05560366662592919,0.0,9.0,-3369.5094,1.0,-4.23,-12.23984511,0
cf02.62.2,0.0,0.0,-0.2275615708280276,-0.3999999999999999,-15.0,-114.3427055,1.0,0.472,-0.38629311,1
cf02.64.1,0.0,0.0,0.0,0.0,-1.0,-122.394079,-31.0,-1.4391,-2.103665486,0
cf02.65.1,-2.106,-0.5680000000000001,0.05987392164268923,1.0285714285714287,0.0,-467.186092,18.0,1.989,-0.256958645,1
cf02.66.1,1.893,0.772,1.0,-1.0,0.0,-82.14051288,7.0,-4.4554,-7.577566592,0
cf02.70.1,0.0,0.0,0.8797545107113294,0.0,-9.0,737.6403712,-97.0,2.4557,1.929408796,1
cf02.72.1,0.0,0.0,0.08770352546584942,0.0,3.0,-142.413613,-9.0,-3.5033,-2.416032577,0
cf02.73.1,-0.134,-0.29700000000000004,-0.40000000000000013,0.0,1.0,33.60394536,-1.0,1.5493,-0.33467802,1
cf02.88.1,1.557,0.75,0.4,0.0,0.0,29.43708767,1.0,-0.9023,2.174204355,0
