id,pmi_neardep,pmi_adjacent,spearman_allwords,spearman_dependents,root_cluster
wsj_0003.1.0,-0.617,-0.346,0.0,0.0,37
wsj_0003.1.1,0.782,0.436,0.9999999999999999,-0.9999999999999999,49
wsj_0003.2.0,-0.215,0.161,0.0,0.0,51
wsj_0003.2.1,-0.215,0.161,0.0,0.0,51
wsj_0003.2.2,-0.668,-0.414,-0.9999999999999999,0.9999999999999999,51
wsj_0003.3.0,0.782,0.436,0.298786042326361,-0.9999999999999999,49
wsj_0003.3.1,0.782,0.436,0.3414697626586983,-0.9999999999999999,49
wsj_0003.4.0,-0.622,-0.267,-0.15193682909751638,-0.9999999999999999,37
wsj_0003.4.1,-0.622,-0.267,0.19546144694114032,0.39999999999999997,37
wsj_0003.7.0,-1.055,0.449,-0.11904761904761905,0.8999999999999998,4
wsj_0003.7.1,-1.055,0.449,-0.3353353533357125,0.8999999999999998,4
wsj_0003.9.0,1.818,3.033,0.3439179697143973,-0.9999999999999999,8
wsj_0003.9.1,0.505,0.242,0.0,0.0,8
wsj_0003.11.0,0.391,-0.414,-0.1005015331219388,-0.9999999999999999,51
wsj_0003.11.1,0.391,-0.414,-0.14556426976555276,-0.9999999999999999,51
wsj_0003.12.0,-0.215,0.161,0.0,0.0,51
wsj_0003.12.1,0.636,-0.538,-0.5,-0.9999999999999999,51
wsj_0003.15.0,-0.215,0.161,0.0,0.0,51
wsj_0003.15.1,0.636,-0.538,-0.5,-0.9999999999999999,51
wsj_0003.16.0,1.818,3.033,1.0,-0.9999999999999999,8
wsj_0003.16.1,0.505,0.242,0.0,0.0,8
wsj_0003.17.0,-0.645,-0.264,0.0,0.0,19
wsj_0003.17.1,0.728,0.624,0.9999999999999999,-0.9999999999999999,51
wsj_0003.19.0,0.505,0.242,0.0,0.0,8
wsj_0003.19.1,-1.061,-0.327,-0.5,0.9999999999999999,51
wsj_0003.21.0,0.102,0.163,0.0,0.0,38
wsj_0003.21.1,0.719,0.436,0.5,-0.9999999999999999,49
wsj_0003.24.0,0.508,-0.492,-0.7857142857142859,-0.9999999999999999,51
wsj_0003.24.1,0.508,-0.492,-0.7142857142857144,-0.9999999999999999,51
wsj_0003.27.0,0.729,-0.022,0.048076992289591815,-0.9999999999999999,37
wsj_0003.27.1,0.729,-0.022,0.063350750825724,-0.9999999999999999,37
wsj_0003.28.0,1.818,1.981,0.18181887173468986,-0.9999999999999999,8
wsj_0003.28.1,0.505,0.242,0.0,0.0,8
wsj_0004.4.0,-0.642,-0.319,0.18895201279008775,0.0,37
wsj_0004.4.1,-1.081,-0.328,0.09302336761423413,0.39999999999999997,37
wsj_0004.4.2,-1.185,-0.292,-0.1405686443948427,0.7999999999999999,37
wsj_0004.4.3,-0.642,-0.319,-0.018427574049954605,0.0,37
wsj_0004.4.4,-1.185,-0.292,-0.24417196294332102,0.39999999999999997,37
wsj_0004.4.5,-1.081,-0.328,0.029958693672041306,0.7999999999999999,37
