,Spearman_allwords,bkpsl,class,dlg,id,ldep,lm,wtembdep
0,0.12728374390531189,-2.91699103,0.0,12.0,cf01.1.1,-18.0,-3.055,-2640.1795079999997
1,0.019608354330762773,2.853967274,1.0,-3.0,cf01.2.1,-26.0,5.043,1295.231477
2,0.25123036392553133,-6.367884953,0.0,9.0,cf01.3.1,0.0,-3.384,-3330.87634
3,0.06512656799107241,-2.731841718,1.0,-4.0,cf01.4.1,0.0,-2.7119999999999997,-2007.9130420000001
4,0.17796411807833973,0.761620805,0.0,1.0,cf01.6.1,-44.0,0.9926,612.1313152
5,0.0,1.8845772509999998,1.0,4.0,cf01.7.1,-19.0,-4.087,-1492.8477269999998
6,-0.0,-0.21145748,0.0,1.0,cf01.8.1,3.0,-0.5539999999999999,-1917.774148
7,-0.01939470958898365,-1.4447170130000002,1.0,-1.0,cf01.8.2,26.0,-3.929,-4167.906961
8,0.09319873869605588,-14.1477584,0.0,16.0,cf01.8.3,-18.0,-8.952,-6797.493484999999
9,0.010152935221078685,1.345259264,1.0,1.0,cf01.8.4,-17.0,1.038,-602.4481311000001
10,-0.2703899416812507,0.414755327,0.0,12.0,cf01.11.1,-56.0,-2.7181,680.298446
11,0.014883055689418535,-0.67803184,1.0,-8.0,cf01.14.1,-45.0,3.2086,4647.739679
12,-0.0,-1.9283830000000002,0.0,0.0,cf01.16.1,22.0,-4.3338,-1374.0708960000002
13,0.0,0.99626375,1.0,0.0,cf01.16.2,-24.0,7.7585,219.5208694
14,-0.0,-3.268392973,0.0,0.0,cf01.16.3,3.0,-6.1785,41.94535619
15,0.0,1.8600558969999998,1.0,0.0,cf01.16.4,-20.0,-0.8849,-510.70190189999994
16,-0.0,-3.6743113839999997,0.0,0.0,cf01.16.5,19.0,-5.0145,-443.74206730000003
17,0.00856331966248744,4.505577978,1.0,1.0,cf01.20.1,1.0,-0.7234,-727.6949357000001
18,-0.8835175249540751,-0.071165257,0.0,-12.0,cf01.26.1,17.0,1.2476,1808.2639920000001
19,-0.08660024646702075,-2.8937111860000004,1.0,5.0,cf01.28.1,-1.0,-0.996,70.52874396
20,-0.01744333842356291,-3.814232075,0.0,-3.0,cf01.30.1,0.0,-2.2478,1035.174675
21,-0.031571840785791554,5.30164818,1.0,-18.0,cf01.31.1,-2.0,1.4980000000000002,8148.578017
22,-0.0993211397235895,-5.104040491,0.0,-4.0,cf01.31.2,-39.0,-1.01,-3701.385719
23,-0.7126096244953544,-0.818267739,1.0,-12.0,cf01.33.1,-30.0,0.491,-704.3762278
24,-0.0,-1.2169610659999999,0.0,0.0,cf01.40.1,41.0,-1.742,-3779.5992109999997
25,0.14494275891311215,4.364541895,1.0,0.0,cf01.43.1,21.0,0.8368,-38.80652093
26,0.5681266311643789,0.082421026,0.0,3.0,cf01.49.1,62.0,-2.5442,-726.3711466
27,0.10779976160022145,1.8213865040000001,1.0,-3.0,cf01.52.1,-11.0,1.7468,516.3131002
28,-0.0,-2.65944829,0.0,-1.0,cf01.55.1,-112.0,-1.4709999999999999,7313.153798
29,0.042634222262516,4.1485221,1.0,-4.0,cf01.57.1,-30.0,4.7122,-46.78831846
30,0.15793536704333894,1.751496643,0.0,-5.0,cf01.58.1,18.0,2.487,-748.6385485000001
31,0.0,0.608794226,1.0,3.0,cf01.58.2,-27.0,-0.9990000000000001,594.7962468999999
32,-0.1228178375608867,2.528816407,0.0,-8.0,cf01.59.1,-135.0,1.686,1911.456235
33,0.664482666945514,1.9801766580000002,1.0,1.0,cf01.61.1,-3.0,1.7663,192.2025361
34,0.04812930648281874,-6.981618492999999,0.0,5.0,cf01.63.1,-131.0,-2.9649,-990.5816271
35,0.07973961017673695,2.195974665,1.0,3.0,cf02.3.1,-51.0,8.3029,76.74144211
36,-0.09607515531711014,-3.6051394999999995,0.0,-2.0,cf02.3.2,65.0,-2.0132,-582.1766022
37,0.3877381965848981,2.096292259,1.0,-5.0,cf02.4.1,10.0,3.792,53.46509955
38,0.04923659639173311,3.1385404439999998,0.0,3.0,cf02.4.2,-12.0,1.3212,208.1633737
39,-0.07364613284628944,2.393147591,1.0,-12.0,cf02.5.1,-1.0,2.085,2919.255262
40,-0.009187373791936689,2.1284346480000003,0.0,-1.0,cf02.5.2,-1.0,0.586,1327.675679
41,-0.9682998554368918,11.29202082,1.0,-13.0,cf02.7.1,-14.0,-0.4836,1457.040082
42,-0.01626589161783107,7.214326746,0.0,2.0,cf02.13.1,-9.0,0.563,2762.7954019999997
43,0.08750172326519254,-2.047393719,1.0,-5.0,cf02.13.2,51.0,-1.984,-2732.938162
44,0.41539020162714846,0.06284061099999999,0.0,0.0,cf02.15.1,-1.0,0.2527,-1.261720907
45,-0.06986086787277924,14.17209021,1.0,-7.0,cf02.18.1,31.0,5.1631,2172.185355
46,-0.18579429356016164,-0.6149311279999999,0.0,4.0,cf02.19.1,-31.0,-3.0689,-101.7419456
47,0.0,-1.41110455,1.0,7.0,cf02.28.1,-56.0,-2.8653,-2661.639725
48,-0.181848241863327,0.513743075,0.0,0.0,cf02.28.2,47.0,-0.9674,190.6259826
49,0.15930426221069266,1.24617273,1.0,0.0,cf02.32.1,67.0,3.3808,-14.71925996
50,0.05901160102813849,-2.3600343130000003,0.0,6.0,cf02.35.1,3.0,0.5715,-1327.841639
51,0.22680025604102347,1.84308336,1.0,16.0,cf02.38.1,-2.0,-0.611,-3965.023154
52,-0.0,-0.468582045,0.0,-4.0,cf02.48.1,17.0,0.907,72.55649551
53,0.17537763431521738,-0.646501488,1.0,-7.0,cf02.49.1,1.0,-0.55,-275.1063665
54,0.002018096687485954,-2.269067423,0.0,5.0,cf02.50.1,1.0,0.1507,182.45007809999998
55,-0.2571428571428571,1.8156206080000001,1.0,0.0,cf02.52.1,-15.0,-3.9744,-122.3404807
56,-0.6,-2.9675214430000003,0.0,2.0,cf02.57.1,-9.0,-1.1082,18.83770788
57,0.023952525238265077,2.267713343,1.0,0.0,cf02.61.1,-6.0,0.3944,210.86591669999999
58,0.04010357318299074,-12.23984511,0.0,9.0,cf02.62.1,1.0,-4.23,-3369.5094
59,0.019147429186902265,-0.38629311,1.0,-15.0,cf02.62.2,1.0,0.47200000000000003,-114.3427055
60,-0.0,-2.103665486,0.0,-1.0,cf02.64.1,-31.0,-1.4391,-122.394079
61,0.5439697207264227,-0.256958645,1.0,0.0,cf02.65.1,18.0,1.989,-467.186092
62,-0.0,-7.577566592,0.0,0.0,cf02.66.1,7.0,-4.4554,-82.14051288
63,1.2584984452272912,1.929408796,1.0,-9.0,cf02.70.1,-97.0,2.4557,737.6403712
64,0.005272408241767126,-2.4160325769999997,0.0,3.0,cf02.72.1,-9.0,-3.5033,-142.413613
65,0.2,-0.33467802,1.0,1.0,cf02.73.1,-1.0,1.5493,33.60394536
66,-1.5,2.174204355,0.0,0.0,cf02.88.1,1.0,-0.9023,29.43708767
67,0.0002596749270686455,-2.107356002,1.0,0.0,cf02.101.1,0.0,-1.129,1466.2408699999999
68,-0.022151120029901317,-0.630985797,0.0,4.0,cf02.106.1,-3.0,-0.863,-1376.516508
69,-0.05154377602347232,1.025771569,1.0,-9.0,cf02.106.2,-11.0,0.7809999999999999,71.88340145
70,-0.8660254037844387,0.306093834,0.0,0.0,cf02.112.1,-6.0,-4.6221,89.49666993
71,1.7320508075688774,-2.138696826,1.0,0.0,cf02.112.2,7.0,4.3366,-87.01692715
72,-0.0,0.5078718329999999,0.0,0.0,cf02.112.3,102.0,-4.5863,3.4879796180000002
73,0.8660254037844387,7.007349795,1.0,-1.0,cf02.112.4,-128.0,6.3804,17.19661906
74,-1.7320508075688774,-2.135678258,0.0,0.0,cf02.112.5,82.0,-4.7956,65.63531133
75,-0.25697808437502334,1.653877969,1.0,-2.0,cf02.117.1,-12.0,3.3033,42.67299878
76,-0.05399022865284081,-1.659366938,0.0,13.0,cf02.118.1,41.0,-2.2925,-879.039328
77,-0.1857569388880437,7.779615781,1.0,-4.0,cf02.120.1,0.0,1.0498,395.16406489999997
78,-0.011651726325652978,-1.278565897,0.0,4.0,cf03.1.1,0.0,-0.8465,-414.94933399999996
79,0.0,-1.034312329,1.0,1.0,cf03.2.1,0.0,4.2417,-279.0455758
80,-0.02781019995045915,-5.700080786,0.0,8.0,cf03.5.1,0.0,-2.17,-3321.3066710000003
81,-0.3269868126910732,-0.05072945400000001,1.0,-1.0,cf03.6.1,-5.0,1.8681,188.5092986
82,-0.09286432229761424,-1.584683694,0.0,3.0,cf03.8.1,3.0,-1.5519999999999998,-1716.470598
83,0.0312893109387372,3.960722965,1.0,-2.0,cf03.9.1,9.0,2.1187,21.37891883
84,-0.0,0.34471283399999997,0.0,3.0,cf03.10.1,-4.0,4.397,-298.2361728
85,0.8956139079952173,5.196215012,1.0,-13.0,cf03.11.1,-11.0,2.3251,1285.133409
86,-0.40860313476419935,-0.296326172,0.0,1.0,cf03.12.1,-12.0,-2.2122,295.6757111
87,-0.008475802733953972,-2.736006737,1.0,4.0,cf03.13.1,-6.0,-0.5479999999999999,-1044.198274
88,0.08804749323501955,1.535432956,0.0,1.0,cf03.15.1,2.0,1.4115,-1040.424912
89,-0.10236546615328389,-2.0243855969999998,1.0,1.0,cf03.21.1,7.0,-0.326,-796.3864614
90,-0.0,1.7853294180000001,0.0,-2.0,cf03.25.1,1.0,0.8253,-3178.629936
91,-0.20690283853188346,-2.421087682,1.0,-14.0,cf03.28.1,-2.0,0.191,3308.951618
92,-0.0,0.025813595,0.0,-1.0,cf03.31.1,-12.0,-0.354,-987.6094582999999
93,-0.002662111451593435,-0.8868644040000001,1.0,1.0,cf03.35.1,10.0,0.8270000000000001,-1280.449041
94,-0.008873704838644782,-3.860492355,0.0,1.0,cf03.35.2,-39.0,-4.842,-1921.7133600000002
95,-0.09963705431038525,-1.878469508,1.0,-8.0,cf03.37.1,32.0,-1.274,-932.2171907
96,0.1360613087520413,-6.121738017,0.0,5.0,cf03.40.1,28.0,-3.1785,-1531.729896
97,0.05659425874879315,-2.137317162,1.0,0.0,cf03.42.1,99.0,-0.9865,80.65270753
98,0.2139808657778482,-6.309515124,0.0,27.0,cf03.46.1,3.0,-2.249,-7404.128265
99,-0.07201651424969072,-1.6403388719999998,1.0,0.0,cf03.48.1,0.0,0.983,-731.5535905
100,0.03160345712405388,-5.978443296,0.0,5.0,cf03.50.1,2.0,-3.66,-1216.403259
101,0.10155118778888425,0.484627879,1.0,-7.0,cf03.50.2,38.0,-0.909,-17.40737331
102,0.2458344718227235,-16.49595155,0.0,11.0,cf03.51.1,-39.0,-4.828,-6563.162866
103,0.1220342231439254,2.170855548,1.0,-3.0,cf03.51.2,39.0,1.3940000000000001,431.6894574
104,-0.05188590872076157,-3.05064373,0.0,5.0,cf03.52.1,21.0,-4.814,-2246.733808
